matchId,slug,playerid,overs,balls,maidens,conceded,wickets,economy,runsPerBall,dots,fours,sixes,wides,noballs
1254078,ravi-bishnoi,1175441,4,24,0,19,0,4.75,0.79,9,1,0,0,0
1254078,chris-jordan,288992,3,18,0,24,0,8,1.33,8,4,0,0,0
1254078,deepak-hooda,497121,2,12,0,20,1,10,1.66,3,2,1,0,0
1254079,ishant-sharma,236779,4,24,1,26,1,6.5,1.08,11,2,1,0,0
1254079,kagiso-rabada,550215,4,24,0,38,1,9.5,1.58,6,4,1,0,0
1254079,avesh-khan,694211,4,24,0,24,1,6,1,11,3,0,1,0
1254079,amit-mishra,31107,3,18,0,27,1,9,1.5,2,0,2,0,0
1254079,axar-patel,554691,4,24,0,33,1,8.25,1.37,5,0,2,0,0
1254079,marcus-stoinis,325012,1,6,0,23,0,23,3.83,1,0,3,1,0
1254079,daniel-sams,826901,2,12,0,15,0,7.5,1.25,4,2,0,0,0
1254079,mohammed-siraj,940973,4,24,0,44,1,11,1.83,5,6,1,0,0
1254079,kyle-jamieson,625960,4,24,0,32,1,8,1.33,11,1,3,0,0
1254079,washington-sundar,719715,4,24,0,28,0,7,1.16,5,2,0,0,0
1254079,harshal-patel,390481,4,24,0,37,2,9.25,1.54,5,4,0,2,0
1254079,yuzvendra-chahal,430246,2,12,0,10,0,5,0.83,5,1,0,0,0
1254080,deepak-chahar,447261,3,18,0,21,0,7,1.16,7,3,0,1,0
1254080,sam-curran,662973,4,24,0,30,1,7.5,1.25,9,2,1,1,0
1254080,shardul-thakur,475281,4,24,0,44,0,11,1.83,4,5,1,1,0
1254080,moeen-ali,8917,2,12,0,16,0,8,1.33,3,0,1,0,0
1254080,lungi-ngidi,542023,4,24,0,35,2,8.75,1.45,7,3,1,2,0
1254080,ravindra-jadeja,234675,3,18,0,23,0,7.66,1.27,6,1,1,1,0
1254080,sandeep-sharma,438362,3.3,21,0,24,0,6.85,1.14,8,3,0,1,0
1254080,khaleel-ahmed,942645,4,24,0,36,0,9,1.5,7,5,0,1,0
1254080,siddarth-kaul,326017,4,24,0,32,0,8,1.33,8,4,0,0,0
1254080,jagadeesha-suchith,527663,3,18,0,45,0,15,2.5,2,7,1,0,0
1254080,rashid-khan,793463,4,24,0,36,3,9,1.5,7,6,0,1,0
1254081,trent-boult,277912,4,24,0,37,1,9.25,1.54,7,4,1,0,0
1254081,jasprit-bumrah,625383,4,24,0,15,1,3.75,0.62,12,1,0,0,0
1254081,jayant-yadav,447587,3,18,0,37,0,12.33,2.05,3,1,3,3,0
1254081,nathan-coulter-nile,261354,4,24,0,35,0,8.75,1.45,8,4,1,0,1
1254081,rahul-chahar,1064812,4,24,0,33,2,8.25,1.37,7,2,2,0,0
1254081,krunal-pandya,471342,1,6,0,12,0,12,2,0,2,0,0,0
1254081,chetan-sakariya,1131754,3,18,0,18,0,6,1,6,1,0,0,0
1254081,jaydev-unadkat,390484,4,24,0,33,0,8.25,1.37,7,3,1,0,0
1254081,mustafizur-rahman,330902,3.3,21,0,37,1,10.57,1.76,6,4,2,0,0
1254081,chris-morris,439952,4,24,0,33,2,8.25,1.37,9,2,2,0,0
1254081,rahul-tewatia,423838,3,18,0,30,0,10,1.66,4,3,1,1,0
1254081,shivam-dube,714451,1,6,0,6,0,6,1,3,0,0,1,0
1254082,ishant-sharma,236779,4,24,0,34,0,8.5,1.41,6,3,1,0,0
1254082,kagiso-rabada,550215,4,24,0,31,0,7.75,1.29,10,2,2,1,0
1254082,axar-patel,554691,4,24,0,32,2,8,1.33,11,1,3,0,0
1254082,avesh-khan,694211,4,24,0,31,1,7.75,1.29,8,3,1,0,0
1254082,lalit-yadav,930189,3,18,0,13,2,4.33,0.72,6,0,0,0,0
1254082,marcus-stoinis,325012,1,6,0,7,1,7,1.16,3,1,0,0,0
1254082,shivam-mavi,1079848,1,6,0,25,0,25,4.16,0,6,0,1,0
1254082,varun-chakravarthy,1108375,4,24,0,34,0,8.5,1.41,5,2,1,2,0
1254082,prasidh-krishna,917159,3.3,21,0,36,0,10.28,1.71,10,5,1,0,1
1254082,sunil-narine,230558,4,24,0,36,0,9,1.5,6,2,2,1,0
1254082,pat-cummins,489889,4,24,0,24,3,6,1,15,3,1,0,0
1254083,daniel-sams,826901,4,24,0,24,1,6,1,11,1,1,2,0
1254083,mohammed-siraj,940973,3,18,0,24,0,8,1.33,7,2,1,1,0
1254083,kyle-jamieson,625960,3,18,0,32,2,10.66,1.77,7,5,1,1,0
1254083,yuzvendra-chahal,430246,4,24,0,34,1,8.5,1.41,9,1,3,0,0
1254083,harshal-patel,390481,4,24,0,53,0,13.25,2.2,5,6,3,0,0
1254083,shahbaz-ahmed,1159711,2,12,0,11,1,5.5,0.91,2,0,0,0,0
1254083,riley-meredith,961713,3.2,20,0,29,1,8.7,1.45,7,2,2,0,0
1254083,mohammed-shami,481896,3.4,22,0,28,1,7.63,1.27,9,3,1,0,0
1254083,ravi-bishnoi,1175441,4,24,0,17,2,4.25,0.7,10,0,0,1,0
1254083,harpreet-brar,1168641,4,24,1,19,3,4.75,0.79,15,1,1,0,0
1254083,chris-jordan,288992,4,24,0,31,1,7.75,1.29,9,3,1,1,0
1254083,deepak-hooda,497121,1,6,0,13,0,13,2.16,1,1,1,0,0
1254084,trent-boult,277912,4,24,0,42,1,10.5,1.75,10,4,3,1,0
1254084,dhawal-kulkarni,277955,4,24,0,48,0,12,2,7,3,4,2,0
1254084,jasprit-bumrah,625383,4,24,0,56,1,14,2.33,5,4,4,2,1
1254084,rahul-chahar,1064812,4,24,0,32,0,8,1.33,8,0,3,1,0
1254084,james-neesham,355269,2,12,0,26,0,13,2.16,3,2,2,0,0
1254084,kieron-pollard,230559,2,12,0,12,2,6,1,4,1,0,1,0
1254084,deepak-chahar,447261,4,24,0,37,0,9.25,1.54,8,4,1,2,0
1254084,sam-curran,662973,4,24,0,34,3,8.5,1.41,11,3,2,1,0
1254084,lungi-ngidi,542023,4,24,0,62,0,15.5,2.58,3,5,5,0,0
1254084,shardul-thakur,475281,4,24,0,56,1,14,2.33,4,4,3,5,0
1254084,ravindra-jadeja,234675,3,18,0,29,1,9.66,1.61,5,0,3,0,0
1254084,moeen-ali,8917,1,6,0,1,1,1,0.16,5,0,0,0,0
1254085,bhuvneshwar-kumar,326016,4,24,0,37,0,9.25,1.54,7,4,1,1,0
1254085,sandeep-sharma,438362,4,24,0,50,1,12.5,2.08,7,2,4,2,1
1254085,rashid-khan,793463,4,24,0,24,1,6,1,10,3,0,0,0
1254085,khaleel-ahmed,942645,4,24,0,41,0,10.25,1.7,8,4,2,0,0
1254085,vijay-shankar,477021,3,18,0,42,1,14,2.33,4,2,3,4,0
1254085,mohammad-nabi,25913,1,6,0,21,0,21,3.5,1,2,2,0,0
1254085,kartik-tyagi,1122918,4,24,0,32,1,8,1.33,13,3,2,1,0
1254085,mustafizur-rahman,330902,4,24,0,20,3,5,0.83,12,2,0,2,0
1254085,chetan-sakariya,1131754,4,24,0,38,0,9.5,1.58,7,3,2,1,0
1254085,chris-morris,439952,4,24,0,29,3,7.25,1.2,8,3,0,3,0
1254085,rahul-tewatia,423838,4,24,0,45,1,11.25,1.87,2,2,3,0,0
1254086,ishant-sharma,236779,4,24,1,37,0,9.25,1.54,9,2,3,0,0
1254086,marcus-stoinis,325012,1,6,0,6,0,6,1,0,0,0,0,0
1254086,kagiso-rabada,550215,4,24,0,36,3,9,1.5,6,0,3,0,0
1254086,avesh-khan,694211,4,24,0,39,1,9.75,1.62,8,5,1,2,0
1254086,lalit-yadav,930189,3,18,0,25,0,8.33,1.38,2,2,0,0,0
1254086,axar-patel,554691,4,24,0,21,1,5.25,0.87,11,2,0,0,0
1254086,riley-meredith,961713,3.4,22,0,35,1,9.54,1.59,7,2,2,3,0
1254086,mohammed-shami,481896,3,18,0,37,0,12.33,2.05,6,5,2,0,0
1254086,ravi-bishnoi,1175441,4,24,0,42,0,10.5,1.75,7,3,3,0,0
1254086,chris-jordan,288992,2,12,0,21,1,10.5,1.75,4,2,1,0,0
1254086,harpreet-brar,1168641,3,18,0,19,1,6.33,1.05,4,0,0,0,0
1254086,deepak-hooda,497121,2,12,0,11,0,5.5,0.91,3,0,0,0,0
1254104,trent-boult,277912,4,24,1,35,2,8.75,1.45,13,3,3,0,0
1254104,adam-milne,450860,4,24,0,21,2,5.25,0.87,14,2,1,0,0
1254104,jasprit-bumrah,625383,4,24,0,33,2,8.25,1.37,11,1,2,2,0
1254104,kieron-pollard,230559,2,12,0,15,0,7.5,1.25,4,2,0,1,0
1254104,rahul-chahar,1064812,4,24,0,22,0,5.5,0.91,10,1,0,0,0
1254104,krunal-pandya,471342,2,12,0,27,0,13.5,2.25,2,2,1,2,0
1254104,deepak-chahar,447261,4,24,0,19,2,4.75,0.79,13,2,0,0,0
1254104,josh-hazlewood,288284,4,24,0,34,1,8.5,1.41,8,4,1,0,0
1254104,shardul-thakur,475281,4,24,0,29,1,7.25,1.2,9,2,1,2,0
1254104,moeen-ali,8917,3,18,0,16,0,5.33,0.88,4,0,0,0,0
1254104,dwayne-bravo,51439,4,24,0,25,3,6.25,1.04,11,3,0,2,0
1254104,ravindra-jadeja,234675,1,6,0,13,0,13,2.16,1,1,1,0,0
1254087,varun-chakravarthy,1108375,4,24,0,13,3,3.25,0.54,15,0,0,0,0
1254087,prasidh-krishna,917159,4,24,0,24,1,6,1,14,3,0,1,2
1254087,lockie-ferguson,493773,4,24,0,24,2,6,1,11,3,0,0,1
1254087,sunil-narine,230558,4,24,0,20,0,5,0.83,12,2,0,0,0
1254087,andre-russell,276298,3,18,0,9,3,3,0.5,10,0,0,0,0
1254087,mohammed-siraj,940973,2,12,0,12,0,6,1,8,2,0,1,0
1254087,kyle-jamieson,625960,2,12,0,26,0,13,2.16,4,3,1,2,1
1254087,wanindu-hasaranga,784379,2,12,0,20,0,10,1.66,4,2,1,0,0
1254087,yuzvendra-chahal,430246,2,12,0,23,1,11.5,1.91,5,5,0,0,0
1254087,harshal-patel,390481,2,12,0,13,0,6.5,1.08,3,1,0,1,0
1254111,mohammed-shami,481896,4,24,0,21,3,5.25,0.87,13,3,0,0,0
1254111,ishan-porel,967603,4,24,0,39,1,9.75,1.62,10,6,1,2,0
1254111,deepak-hooda,497121,2,12,0,37,0,18.5,3.08,2,5,2,0,0
1254111,arshdeep-singh,1125976,4,24,0,32,5,8,1.33,11,2,1,3,0
1254111,adil-rashid,244497,3,18,0,35,0,11.66,1.94,6,1,4,0,0
1254111,harpreet-brar,1168641,3,18,0,17,1,5.66,0.94,4,1,0,0,0
1254111,mustafizur-rahman,330902,4,24,0,30,0,7.5,1.25,7,2,1,0,0
1254111,chetan-sakariya,1131754,3,18,0,31,1,10.33,1.72,5,2,2,1,0
1254111,kartik-tyagi,1122918,4,24,0,29,2,7.25,1.2,12,5,0,0,1
1254111,chris-morris,439952,4,24,0,47,0,11.75,1.95,5,2,3,5,0
1254111,rahul-tewatia,423838,3,18,0,23,1,7.66,1.27,3,2,0,1,0
1254111,mahipal-lomror,853265,1,6,0,7,0,7,1.16,0,0,0,0,0
1254111,riyan-parag,1079434,1,6,0,16,0,16,2.66,0,1,1,0,0
1254105,anrich-nortje,481979,4,24,0,12,2,3,0.5,14,0,0,0,0
1254105,avesh-khan,694211,4,24,0,27,0,6.75,1.12,13,2,1,2,1
1254105,axar-patel,554691,4,24,0,21,2,5.25,0.87,9,2,0,0,0
1254105,kagiso-rabada,550215,4,24,0,37,3,9.25,1.54,13,3,3,0,1
1254105,marcus-stoinis,325012,1.1,7,0,8,0,6.85,1.14,1,0,0,0,0
1254105,ravichandran-ashwin,26421,2.5,17,0,22,0,7.76,1.29,4,2,0,1,1
1254105,khaleel-ahmed,942645,4,24,0,33,1,8.25,1.37,9,3,1,2,0
1254105,bhuvneshwar-kumar,326016,3,18,0,21,0,7,1.16,8,2,1,0,0
1254105,jason-holder,391485,3.5,23,0,33,0,8.6,1.43,9,4,1,1,0
1254105,rashid-khan,793463,4,24,0,26,1,6.5,1.08,9,0,2,1,0
1254105,sandeep-sharma,438362,3,18,0,26,0,8.66,1.44,8,4,0,0,0
1254096,nitish-rana,604527,1,6,0,5,0,5,0.83,4,1,0,0,0
1254096,varun-chakravarthy,1108375,4,24,0,22,0,5.5,0.91,9,2,0,1,0
1254096,sunil-narine,230558,4,24,0,20,1,5,0.83,10,2,0,0,0
1254096,lockie-ferguson,493773,4,24,0,27,2,6.75,1.12,9,2,1,0,0
1254096,prasidh-krishna,917159,4,24,0,43,2,10.75,1.79,10,1,3,4,2
1254096,andre-russell,276298,3,18,0,37,0,12.33,2.05,4,3,2,1,0
1254096,trent-boult,277912,2,12,0,23,0,11.5,1.91,4,1,2,0,0
1254096,adam-milne,450860,3,18,0,29,0,9.66,1.61,6,3,1,1,0
1254096,jasprit-bumrah,625383,4,24,0,43,3,10.75,1.79,8,5,1,1,0
1254096,krunal-pandya,471342,3,18,0,25,0,8.33,1.38,7,1,2,0,0
1254096,rahul-chahar,1064812,3,18,0,34,0,11.33,1.88,6,3,2,0,0
1254096,rohit-sharma,34102,0.1,1,0,4,0,24,4,0,1,0,0,0
1254113,deepak-chahar,447261,4,24,0,35,1,8.75,1.45,7,6,0,0,0
1254113,josh-hazlewood,288284,4,24,0,34,0,8.5,1.41,7,1,2,1,0
1254113,shardul-thakur,475281,4,24,0,29,2,7.25,1.2,9,1,2,0,0
1254113,ravindra-jadeja,234675,4,24,0,31,0,7.75,1.29,7,2,1,0,0
1254113,dwayne-bravo,51439,4,24,0,24,3,6,1,10,1,1,1,0
1254113,mohammed-siraj,940973,3,18,0,23,0,7.66,1.27,5,3,0,0,0
1254113,navdeep-saini,700167,2,12,0,25,0,12.5,2.08,4,2,2,0,0
1254113,wanindu-hasaranga,784379,4,24,0,40,0,10,1.66,7,2,3,0,0
1254113,harshal-patel,390481,3.1,19,0,25,2,7.89,1.31,7,3,0,1,2
1254113,yuzvendra-chahal,430246,4,24,0,26,1,6.5,1.08,10,2,1,1,0
1254113,glenn-maxwell,325026,2,12,0,17,1,8.5,1.41,3,1,1,0,0
1254097,mustafizur-rahman,330902,4,24,0,22,2,5.5,0.91,6,0,0,0,0
1254097,mahipal-lomror,853265,1,6,0,5,0,5,0.83,4,1,0,0,0
1254097,chetan-sakariya,1131754,4,24,0,33,2,8.25,1.37,7,2,1,1,0
1254097,kartik-tyagi,1122918,4,24,0,40,1,10,1.66,9,6,0,5,0
1254097,tabraiz-shamsi,379145,4,24,0,34,0,8.5,1.41,2,1,1,0,0
1254097,rahul-tewatia,423838,3,18,0,17,1,5.66,0.94,6,0,1,0,0
1254097,avesh-khan,694211,4,24,0,29,1,7.25,1.2,6,0,1,1,0
1254097,anrich-nortje,481979,4,24,0,18,2,4.5,0.75,12,1,0,0,0
1254097,ravichandran-ashwin,26421,4,24,0,20,1,5,0.83,14,1,1,1,0
1254097,kagiso-rabada,550215,4,24,0,26,1,6.5,1.08,13,4,0,2,0
1254097,axar-patel,554691,4,24,0,27,1,6.75,1.12,5,2,0,1,0
1254107,sandeep-sharma,438362,4,24,0,20,1,5,0.83,12,1,1,0,0
1254107,bhuvneshwar-kumar,326016,4,24,0,34,1,8.5,1.41,10,3,1,1,0
1254107,jason-holder,391485,4,24,0,19,3,4.75,0.79,9,0,0,1,0
1254107,khaleel-ahmed,942645,3,18,0,22,0,7.33,1.22,5,2,0,1,0
1254107,rashid-khan,793463,4,24,0,17,1,4.25,0.7,11,1,0,0,0
1254107,abdul-samad,1175485,1,6,0,9,1,9,1.5,1,1,0,0,0
1254107,mohammed-shami,481896,4,24,1,14,2,3.5,0.58,17,0,1,0,0
1254107,arshdeep-singh,1125976,4,24,0,22,1,5.5,0.91,9,1,0,0,0
1254107,nathan-ellis,826915,4,24,0,32,0,8,1.33,10,0,3,1,0
1254107,harpreet-brar,1168641,4,24,0,25,0,6.25,1.04,6,0,0,1,0
1254107,ravi-bishnoi,1175441,4,24,0,24,3,6,1,10,1,1,1,0
1254098,deepak-chahar,447261,4,24,0,32,0,8,1.33,8,5,0,1,0
1254098,sam-curran,662973,4,24,0,56,0,14,2.33,5,6,3,2,1
1254098,josh-hazlewood,288284,4,24,0,40,2,10,1.66,8,5,1,2,0
1254098,shardul-thakur,475281,4,24,1,20,2,5,0.83,10,1,0,0,0
1254098,ravindra-jadeja,234675,4,24,0,21,1,5.25,0.87,5,0,0,0,0
1254098,prasidh-krishna,917159,4,24,0,41,1,10.25,1.7,9,5,2,0,0
1254098,lockie-ferguson,493773,4,24,0,33,1,8.25,1.37,10,3,1,1,1
1254098,varun-chakravarthy,1108375,4,24,0,22,1,5.5,0.91,9,2,0,0,0
1254098,sunil-narine,230558,4,24,0,41,3,10.25,1.7,7,3,2,0,0
1254098,andre-russell,276298,3,18,0,28,1,9.33,1.55,3,2,1,1,0
1254098,venkatesh-iyer,851403,1,6,0,5,0,5,0.83,2,0,0,0,0
1254108,trent-boult,277912,4,24,0,17,1,4.25,0.7,16,1,1,1,0
1254108,jasprit-bumrah,625383,4,24,0,36,3,9,1.5,12,4,2,2,0
1254108,adam-milne,450860,4,24,0,48,1,12,2,7,6,2,0,1
1254108,krunal-pandya,471342,4,24,0,27,0,6.75,1.12,8,0,1,3,0
1254108,rahul-chahar,1064812,4,24,0,33,1,8.25,1.37,11,1,3,0,0
1254108,kyle-jamieson,625960,2,12,0,22,0,11,1.83,3,3,0,0,1
1254108,mohammed-siraj,940973,3,18,0,15,1,5,0.83,12,3,0,0,0
1254108,dan-christian,4864,2,12,0,21,0,10.5,1.75,2,3,0,0,0
1254108,harshal-patel,390481,3.1,19,0,17,4,5.36,0.89,10,1,0,3,0
1254108,yuzvendra-chahal,430246,4,24,1,11,3,2.75,0.45,16,1,0,0,0
1254108,glenn-maxwell,325026,4,24,0,23,2,5.75,0.95,8,0,1,1,0
1254100,sandeep-sharma,438362,3,18,0,30,1,10,1.66,5,4,1,0,0
1254100,bhuvneshwar-kumar,326016,4,24,1,28,1,7,1.16,8,3,0,1,0
1254100,jason-holder,391485,4,24,0,27,0,6.75,1.12,7,1,1,1,0
1254100,siddarth-kaul,326017,4,24,0,36,2,9,1.5,10,3,2,0,0
1254100,rashid-khan,793463,4,24,0,31,1,7.75,1.29,7,2,1,1,0
1254100,abhishek-sharma,1070183,1,6,0,8,0,8,1.33,1,1,0,0,0
1254100,jaydev-unadkat,390484,2,12,0,20,0,10,1.66,4,2,1,1,0
1254100,chris-morris,439952,3,18,0,27,0,9,1.5,6,4,0,0,0
1254100,mustafizur-rahman,330902,3.3,21,0,26,1,7.42,1.23,11,5,0,1,0
1254100,mahipal-lomror,853265,3,18,0,22,1,7.33,1.22,6,1,1,0,0
1254100,rahul-tewatia,423838,3,18,0,32,0,10.66,1.77,3,3,1,2,0
1254100,chetan-sakariya,1131754,4,24,0,32,1,8,1.33,7,1,1,4,0
1254092,sandeep-warrier,592735,2,12,0,15,0,7.5,1.25,6,3,0,0,0
1254092,tim-southee,232364,4,24,0,29,1,7.25,1.2,9,4,0,1,0
1254092,lockie-ferguson,493773,2,12,0,10,2,5,0.83,6,1,0,0,0
1254092,varun-chakravarthy,1108375,4,24,0,24,0,6,1,8,2,0,1,0
1254092,sunil-narine,230558,4,24,0,18,2,4.5,0.75,10,1,0,0,0
1254092,venkatesh-iyer,851403,4,24,0,29,2,7.25,1.2,8,3,0,2,0
1254092,anrich-nortje,481979,2.2,14,0,15,1,6.42,1.07,9,3,0,1,0
1254092,axar-patel,554691,3,18,0,13,0,4.33,0.72,10,0,1,0,0
1254092,ravichandran-ashwin,26421,4,24,0,24,1,6,1,10,1,1,1,0
1254092,lalit-yadav,930189,3,18,0,35,1,11.66,1.94,5,1,3,0,0
1254092,avesh-khan,694211,3,18,0,13,3,4.33,0.72,9,1,0,0,0
1254092,kagiso-rabada,550215,3,18,1,28,1,9.33,1.55,10,2,2,0,1
1254099,krunal-pandya,471342,4,24,0,24,1,6,1,6,1,0,0,1
1254099,trent-boult,277912,3,18,0,30,0,10,1.66,7,4,1,1,0
1254099,jasprit-bumrah,625383,4,24,0,24,2,6,1,11,2,0,0,0
1254099,nathan-coulter-nile,261354,4,24,0,19,0,4.75,0.79,10,1,0,0,0
1254099,kieron-pollard,230559,1,6,0,8,2,8,1.33,2,1,0,1,0
1254099,rahul-chahar,1064812,4,24,0,27,1,6.75,1.12,6,2,0,0,0
1254099,aiden-markram,600498,3,18,0,18,0,6,1,5,1,0,1,0
1254099,mohammed-shami,481896,4,24,0,42,1,10.5,1.75,9,5,2,0,0
1254099,arshdeep-singh,1125976,4,24,0,29,0,7.25,1.2,9,2,1,1,0
1254099,ravi-bishnoi,1175441,4,24,0,25,2,6.25,1.04,11,2,1,0,0
1254099,nathan-ellis,826915,3,18,0,12,1,4,0.66,10,1,0,0,0
1254099,harpreet-brar,1168641,1,6,0,11,0,11,1.83,1,0,1,0,0
1254103,george-garton,643433,3,18,0,30,1,10,1.66,9,1,3,1,0
1254103,mohammed-siraj,940973,3,18,0,18,0,6,1,7,2,0,1,0
1254103,glenn-maxwell,325026,2,12,0,17,0,8.5,1.41,4,1,1,0,0
1254103,harshal-patel,390481,4,24,0,34,3,8.5,1.41,10,4,1,1,0
1254103,dan-christian,4864,2,12,0,21,1,10.5,1.75,3,2,1,0,0
1254103,yuzvendra-chahal,430246,4,24,0,18,2,4.5,0.75,11,0,1,0,0
1254103,shahbaz-ahmed,1159711,2,12,0,10,2,5,0.83,2,0,0,0,0
1254103,chris-morris,439952,4,24,0,50,0,12.5,2.08,5,6,2,0,0
1254103,kartik-tyagi,1122918,2,12,0,23,0,11.5,1.91,3,3,0,2,0
1254103,chetan-sakariya,1131754,3,18,0,18,0,6,1,8,2,0,1,0
1254103,mustafizur-rahman,330902,3,18,0,20,2,6.66,1.11,8,2,0,0,0
1254103,rahul-tewatia,423838,3,18,0,23,0,7.66,1.27,4,3,0,0,0
1254103,mahipal-lomror,853265,2,12,0,13,0,6.5,1.08,3,1,0,1,0
1254103,riyan-parag,1079434,0.1,1,0,4,0,24,4,0,1,0,0,0
1254091,deepak-chahar,447261,4,24,0,32,0,8,1.33,9,2,2,0,0
1254091,josh-hazlewood,288284,4,24,0,24,3,6,1,13,1,2,0,0
1254091,shardul-thakur,475281,4,24,0,37,1,9.25,1.54,7,4,0,1,1
1254091,dwayne-bravo,51439,4,24,0,17,2,4.25,0.7,10,0,0,3,0
1254091,ravindra-jadeja,234675,3,18,0,14,1,4.66,0.77,5,0,0,0,0
1254091,moeen-ali,8917,1,6,0,5,0,5,0.83,2,0,0,0,0
1254091,sandeep-sharma,438362,3,18,0,18,0,6,1,7,1,0,0,0
1254091,bhuvneshwar-kumar,326016,4,24,0,34,0,8.5,1.41,12,1,3,2,0
1254091,jason-holder,391485,4,24,0,27,3,6.75,1.12,9,3,0,0,0
1254091,rashid-khan,793463,4,24,0,27,1,6.75,1.12,12,3,1,1,0
1254091,siddarth-kaul,326017,2.4,16,0,24,0,9,1.5,8,2,2,0,0
1254091,abhishek-sharma,1070183,2,12,0,9,0,4.5,0.75,6,1,0,0,0
1254102,fabian-allen,670013,4,24,0,38,0,9.5,1.58,5,3,2,0,0
1254102,mohammed-shami,481896,4,24,0,23,1,5.75,0.95,10,2,0,1,0
1254102,arshdeep-singh,1125976,4,24,0,32,3,8,1.33,10,2,1,2,0
1254102,nathan-ellis,826915,4,24,0,46,0,11.5,1.91,4,6,1,1,0
1254102,ravi-bishnoi,1175441,4,24,0,22,2,5.5,0.91,9,2,0,0,0
1254102,tim-southee,232364,4,24,0,40,0,10,1.66,5,3,2,1,0
1254102,shivam-mavi,1079848,4,24,0,31,1,7.75,1.29,12,4,1,0,0
1254102,varun-chakravarthy,1108375,4,24,0,24,2,6,1,8,1,1,0,0
1254102,sunil-narine,230558,4,24,0,34,1,8.5,1.41,5,0,2,2,0
1254102,venkatesh-iyer,851403,2.3,15,0,30,1,12,2,2,0,3,0,1
1254102,nitish-rana,604527,1,6,0,7,0,7,1.16,1,0,0,0,0
1254112,anrich-nortje,481979,4,24,1,19,1,4.75,0.79,15,3,0,0,0
1254112,avesh-khan,694211,4,24,0,15,3,3.75,0.62,16,2,0,1,0
1254112,ravichandran-ashwin,26421,4,24,0,41,1,10.25,1.7,6,2,3,2,0
1254112,kagiso-rabada,550215,4,24,0,33,0,8.25,1.37,9,1,2,1,1
1254112,axar-patel,554691,4,24,0,21,3,5.25,0.87,8,1,0,1,0
1254112,trent-boult,277912,4,24,0,24,1,6,1,7,1,0,1,0
1254112,jayant-yadav,447587,4,24,0,31,1,7.75,1.29,9,2,1,1,0
1254112,krunal-pandya,471342,2.1,13,0,18,1,8.3,1.38,5,0,2,0,0
1254112,jasprit-bumrah,625383,4,24,0,29,1,7.25,1.2,10,3,1,0,0
1254112,nathan-coulter-nile,261354,4,24,0,19,1,4.75,0.79,12,2,0,0,0
1254112,kieron-pollard,230559,1,6,0,9,0,9,1.5,2,1,0,2,0
1254089,akash-singh,1175458,4,24,0,39,0,9.75,1.62,7,5,1,0,0
1254089,chetan-sakariya,1131754,4,24,0,31,1,7.75,1.29,10,4,0,2,0
1254089,mustafizur-rahman,330902,4,24,0,51,0,12.75,2.12,4,3,4,1,0
1254089,rahul-tewatia,423838,4,24,0,39,3,9.75,1.62,5,2,2,2,0
1254089,mayank-markande,1081442,3,18,0,26,0,8.66,1.44,4,2,1,0,0
1254089,glenn-phillips,823509,1,6,0,3,0,3,0.5,3,0,0,0,0
1254089,sam-curran,662973,4,24,0,55,0,13.75,2.29,4,5,3,2,1
1254089,josh-hazlewood,288284,4,24,0,54,0,13.5,2.25,8,7,3,0,0
1254089,shardul-thakur,475281,4,24,0,30,2,7.5,1.25,11,3,1,2,0
1254089,km-asif,1083030,2.1,13,0,18,1,8.3,1.38,2,1,0,0,1
1254089,moeen-ali,8917,2.2,14,0,23,0,9.85,1.64,4,1,2,0,0
1254089,ravindra-jadeja,234675,1,6,0,9,0,9,1.5,3,0,1,0,0
1254090,aiden-markram,600498,1,6,0,5,0,5,0.83,4,1,0,0,0
1254090,mohammed-shami,481896,4,24,0,39,3,9.75,1.62,6,3,2,0,0
1254090,arshdeep-singh,1125976,3,18,0,42,0,14,2.33,6,3,3,4,0
1254090,ravi-bishnoi,1175441,4,24,0,35,0,8.75,1.45,11,3,2,1,0
1254090,harpreet-brar,1168641,4,24,0,26,0,6.5,1.08,14,0,3,0,0
1254090,moises-henriques,5961,4,24,0,12,3,3,0.5,13,0,0,0,0
1254090,mohammed-siraj,940973,4,24,0,33,0,8.25,1.37,9,4,1,1,0
1254090,george-garton,643433,4,24,0,27,1,6.75,1.12,10,1,1,2,1
1254090,shahbaz-ahmed,1159711,3,18,0,29,1,9.66,1.61,4,1,2,0,0
1254090,harshal-patel,390481,4,24,0,27,0,6.75,1.12,10,0,2,0,0
1254090,yuzvendra-chahal,430246,4,24,0,29,3,7.25,1.2,9,2,1,2,0
1254090,dan-christian,4864,1,6,0,11,0,11,1.83,1,2,0,0,0
1254109,tim-southee,232364,4,24,0,26,2,6.5,1.08,9,3,0,0,0
1254109,shivam-mavi,1079848,4,24,0,29,2,7.25,1.2,12,5,0,0,1
1254109,varun-chakravarthy,1108375,4,24,0,26,2,6.5,1.08,13,0,3,0,0
1254109,shakib-al-hasan,56143,4,24,0,20,1,5,0.83,10,0,1,0,0
1254109,sunil-narine,230558,4,24,0,12,0,3,0.5,12,0,0,0,0
1254109,bhuvneshwar-kumar,326016,4,24,0,20,0,5,0.83,14,3,0,0,0
1254109,jason-holder,391485,4,24,0,32,2,8,1.33,8,5,0,0,0
1254109,umran-malik,1246528,4,24,0,27,0,6.75,1.12,13,4,0,2,0
1254109,rashid-khan,793463,4,24,0,23,1,5.75,0.95,13,3,0,0,0
